id,idade,curso,semestre,turno,experiencia_previa,distancia_km,tipo_instituicao,perfil_comportamental,feedback_entrevista,nota_prova_tecnica,churn
434,18.0,3,6.0,1,1,2.0,0,1,0,8.1,0
435,22.0,0,4.0,1,0,28.6,1,2,3,7.5,0
436,22.0,4,8.0,2,0,16.7,0,3,1,9.6,1
437,24.0,3,5.0,1,0,15.2,0,3,0,5.9,0
438,23.0,1,4.0,0,1,20.5,1,0,0,7.4,0
439,21.0,1,2.0,2,1,19.5,1,2,2,4.7,1
440,18.0,3,1.0,1,0,7.6,1,0,1,7.3,0
441,20.0,3,5.0,1,1,8.4,0,1,1,4.3,0
442,20.0,2,6.0,0,0,3.1,0,3,2,8.5,1
443,19.0,2,6.0,1,1,16.4,1,1,1,9.6,1
444,25.0,2,6.0,0,1,1.1,1,3,0,8.3,0
445,24.0,3,6.0,1,1,13.5,0,0,1,6.0,0
446,20.0,4,8.0,1,0,27.7,0,2,1,8.5,1
447,24.0,2,3.0,0,0,7.2,0,2,2,9.2,1
448,24.0,0,5.0,0,0,16.6,0,1,1,7.2,1
449,18.0,1,7.0,2,0,29.5,1,2,1,4.6,1
450,21.0,1,3.0,1,0,17.0,0,2,0,4.8,1
451,24.0,4,4.0,1,1,14.8,0,0,1,7.1,0
452,18.0,4,5.0,2,0,7.8,0,3,1,5.3,0
453,22.0,0,6.0,1,0,12.2,1,2,1,4.5,0
454,20.0,1,8.0,1,0,2.5,1,0,2,9.8,1
455,21.0,3,2.0,0,1,22.1,0,0,0,4.5,0
456,20.0,2,3.0,1,1,25.1,0,2,1,7.4,1
457,21.0,4,1.0,0,1,7.5,0,0,0,9.8,0
458,23.0,1,5.0,0,0,15.1,0,3,1,5.7,1
459,18.0,3,5.0,0,0,15.7,1,2,2,7.6,1
460,22.0,2,8.0,0,1,12.2,1,0,3,4.1,0
461,22.0,0,5.0,0,0,7.4,0,2,3,8.7,0
462,23.0,3,4.0,2,1,8.7,1,0,1,6.5,0
463,22.0,3,5.0,2,1,8.5,0,1,0,4.6,0
464,18.0,2,6.0,2,1,28.4,1,1,0,4.2,0
465,18.0,3,6.0,2,0,17.4,1,0,3,5.2,0
466,23.0,0,7.0,1,1,3.5,1,3,1,5.2,0
467,23.0,0,5.0,2,0,24.3,1,2,1,9.5,1
468,21.0,2,8.0,2,0,9.8,1,1,1,6.3,0
469,21.0,0,1.0,0,0,22.5,1,2,1,6.1,1
470,19.0,0,2.0,1,0,18.6,0,3,1,7.3,1
471,20.0,1,2.0,2,1,18.5,0,0,1,6.6,1
472,24.0,3,6.0,2,1,24.0,1,1,0,5.9,0
473,25.0,4,3.0,2,1,18.7,0,2,1,4.9,1
474,20.0,4,2.0,0,1,8.5,1,0,2,5.8,1
475,24.0,4,7.0,0,1,20.9,1,1,3,6.2,0
476,19.0,3,4.0,0,0,1.6,0,3,0,5.2,0
477,22.0,0,3.0,1,1,25.4,1,0,0,5.5,0
478,23.0,3,5.0,2,0,7.1,0,1,3,7.6,0
479,18.0,0,8.0,2,0,21.7,0,2,0,6.8,0
480,18.0,2,3.0,0,0,1.7,1,2,0,6.3,0
481,18.0,4,8.0,1,0,10.1,1,1,3,4.5,0
482,23.0,0,3.0,1,1,22.5,1,2,1,6.7,1
483,18.0,3,2.0,1,1,20.1,1,3,0,7.5,0
484,21.0,3,3.0,1,1,11.7,1,1,3,6.6,0
485,18.0,3,3.0,0,1,12.7,0,0,1,4.4,0
486,19.0,3,7.0,1,0,8.8,1,1,2,5.4,1
487,18.0,0,7.0,0,1,7.8,1,1,1,4.7,0
488,20.0,2,5.0,2,1,17.8,1,2,1,8.4,1
489,24.0,0,4.0,1,0,27.5,0,0,1,7.5,1
490,23.0,3,8.0,0,0,7.4,0,1,3,8.5,0
491,23.0,2,6.0,2,0,29.2,0,0,1,4.3,1
492,22.0,4,4.0,2,0,15.1,0,0,1,6.2,1
493,25.0,1,2.0,0,0,14.3,1,0,2,4.8,1
494,22.0,3,1.0,0,1,21.8,1,0,2,5.1,1
495,19.0,2,7.0,1,1,26.1,0,0,0,5.1,0
496,24.0,4,4.0,2,0,13.8,0,3,2,6.5,1
497,24.0,3,8.0,0,1,17.7,0,0,0,5.7,0
498,19.0,0,3.0,0,1,6.6,1,3,3,7.1,0
499,23.0,1,1.0,1,1,27.1,0,1,3,7.5,0
500,20.0,2,5.0,2,0,1.2,0,3,1,8.0,0
501,21.0,3,2.0,1,1,5.3,0,0,0,5.8,0
502,20.0,0,1.0,1,1,12.7,0,2,1,5.7,0
503,18.0,3,7.0,0,1,2.7,1,3,1,7.4,0
504,23.0,0,3.0,0,0,10.4,1,1,2,5.0,1
505,18.0,0,3.0,2,1,26.6,1,2,1,8.9,1
506,23.0,3,6.0,0,1,18.5,0,0,0,5.2,0
507,21.0,4,7.0,0,0,6.6,1,2,1,5.8,0
508,20.0,4,5.0,0,1,9.7,0,1,2,9.2,1
509,19.0,0,3.0,2,1,22.9,0,3,0,6.8,0
510,22.0,1,4.0,0,0,26.3,0,1,2,10.0,1
511,24.0,2,3.0,1,0,29.1,0,3,2,5.1,1
512,20.0,4,6.0,1,0,11.2,0,2,3,4.2,0
513,21.0,3,1.0,1,0,10.8,0,3,0,7.5,0
514,20.0,1,4.0,2,1,12.3,1,2,0,6.7,0
515,22.0,0,5.0,0,1,9.0,1,1,1,8.6,0
516,21.0,1,2.0,0,1,29.4,1,0,0,5.4,0
517,21.0,4,4.0,2,1,1.8,0,1,1,4.2,0
518,24.0,4,4.0,2,1,0.7,1,0,1,9.8,0
519,22.0,3,7.0,2,1,19.7,1,1,1,5.7,1
520,25.0,2,4.0,1,0,7.1,1,2,3,7.3,0
521,22.0,3,3.0,2,1,10.9,1,1,3,4.3,0
522,19.0,4,6.0,1,0,29.1,0,3,2,5.7,1
523,19.0,3,3.0,2,0,29.4,0,1,1,6.3,1
524,20.0,4,2.0,0,0,11.1,0,2,0,7.3,0
525,25.0,3,5.0,0,1,10.3,1,1,1,8.4,0
526,23.0,3,2.0,1,1,25.4,1,2,1,5.9,1
527,20.0,4,3.0,1,0,24.4,0,0,0,4.6,0
528,22.0,1,3.0,1,0,10.6,1,1,3,8.8,1
529,25.0,1,6.0,0,0,24.9,1,3,2,7.4,1
530,23.0,0,2.0,1,0,28.9,1,1,0,7.7,0
531,18.0,0,6.0,2,0,12.4,1,2,1,7.9,0
532,18.0,2,6.0,1,1,15.6,0,2,2,7.4,1
533,19.0,1,8.0,2,0,11.1,0,1,2,9.2,1
534,19.0,4,6.0,1,1,6.9,0,3,1,9.8,0
535,23.0,4,8.0,1,0,18.8,1,2,0,4.1,0
536,20.0,1,3.0,1,1,20.9,0,0,0,9.2,0
537,18.0,1,5.0,1,0,28.8,0,0,3,6.0,1
538,18.0,1,5.0,0,0,29.4,1,1,1,9.2,1
539,24.0,0,8.0,1,0,9.5,0,0,3,6.9,0
540,18.0,0,4.0,0,1,28.5,0,3,2,8.8,1
541,21.0,1,8.0,0,0,29.3,0,0,0,6.9,1
542,22.0,0,8.0,1,0,6.3,1,2,1,7.1,0
543,19.0,4,6.0,0,1,14.3,1,3,2,8.0,1
544,20.0,2,8.0,2,1,2.7,1,2,3,8.0,0
545,18.0,0,6.0,0,0,12.2,1,1,2,4.8,1
546,21.0,0,8.0,0,0,29.2,1,2,0,8.1,0
547,20.0,4,2.0,1,0,21.0,0,1,2,7.1,1
548,24.0,0,5.0,2,1,2.1,0,1,1,6.0,0
549,22.0,2,8.0,1,1,15.1,1,1,0,7.6,0
550,25.0,3,3.0,1,0,15.9,1,1,2,6.6,1
551,23.0,1,6.0,1,0,0.8,0,1,0,6.8,0
552,19.0,1,1.0,1,0,28.2,0,0,0,9.7,1
553,24.0,0,6.0,1,1,21.6,0,0,0,5.4,0
554,22.0,4,8.0,0,1,9.7,0,3,3,8.6,0
555,24.0,4,3.0,2,1,11.4,0,3,1,6.4,0
556,18.0,0,6.0,1,0,26.5,1,2,2,6.1,1
557,21.0,4,4.0,2,0,29.2,0,1,1,6.9,1
558,23.0,4,5.0,0,1,7.3,1,1,3,5.3,0
559,24.0,1,4.0,1,0,27.0,0,3,3,9.9,1
560,20.0,0,2.0,0,0,24.0,0,3,1,6.3,1
561,20.0,0,8.0,1,0,26.1,1,2,1,9.8,1
562,23.0,1,6.0,2,1,19.4,0,2,1,4.1,1
563,18.0,4,2.0,0,0,14.1,1,3,2,9.9,1
564,23.0,4,3.0,0,1,8.5,0,0,2,8.5,1
565,19.0,3,1.0,1,1,14.4,1,1,0,5.2,0
566,24.0,3,3.0,0,1,8.0,0,2,0,6.2,0
567,23.0,4,4.0,1,0,25.5,1,0,0,9.3,0
568,18.0,2,2.0,0,0,22.0,0,2,0,9.0,0
569,19.0,0,3.0,2,0,25.7,0,2,3,6.5,0
570,24.0,2,6.0,0,0,4.8,1,1,2,6.5,1
571,23.0,2,3.0,2,1,9.6,0,0,2,8.2,1
572,20.0,0,5.0,1,0,10.1,1,3,0,7.0,0
573,22.0,0,4.0,0,0,20.0,0,2,0,8.4,0
574,21.0,1,1.0,1,0,7.2,1,0,1,6.4,1
575,25.0,0,5.0,2,1,21.4,1,1,3,6.9,0
576,24.0,2,6.0,1,1,18.3,1,1,0,6.9,0
577,23.0,4,6.0,0,0,4.7,1,1,0,5.9,0
578,20.0,3,1.0,0,0,7.9,1,2,0,5.7,0
579,21.0,3,7.0,1,1,15.6,0,2,1,4.3,1
580,19.0,2,2.0,0,1,16.3,1,1,3,8.6,0
581,24.0,1,5.0,2,1,20.9,0,1,3,4.1,0
582,23.0,0,1.0,0,1,28.3,0,3,0,9.5,0
583,23.0,0,7.0,0,0,29.0,0,0,1,7.0,1
584,21.0,2,8.0,2,1,10.8,1,3,3,8.9,0
585,19.0,2,8.0,2,0,11.9,1,0,0,4.8,0
586,20.0,3,3.0,2,0,16.0,1,1,2,4.5,1
587,25.0,0,6.0,0,1,18.8,1,0,0,7.1,0
588,20.0,0,8.0,0,1,4.6,0,0,3,7.5,0
589,22.0,1,1.0,1,0,3.3,1,3,2,9.3,1
590,23.0,4,1.0,1,0,17.4,0,2,0,5.0,0
591,25.0,4,8.0,2,0,17.2,1,2,3,7.8,0
592,21.0,1,8.0,2,1,28.7,0,3,3,8.0,0
593,18.0,0,1.0,0,1,22.1,1,3,3,10.0,0
594,19.0,0,1.0,0,1,20.7,1,0,2,6.5,1
595,20.0,1,1.0,0,1,17.7,0,2,0,7.3,0
596,19.0,3,4.0,0,1,25.4,0,1,3,4.5,0
597,23.0,3,5.0,1,0,29.4,1,1,1,7.9,1
598,19.0,0,1.0,0,0,8.7,1,3,3,7.9,0
599,24.0,3,7.0,2,1,11.4,1,3,1,8.7,0
600,18.0,2,5.0,0,0,12.2,0,0,1,5.2,0
601,18.0,3,3.0,2,0,7.4,1,2,0,5.1,0
602,21.0,0,2.0,1,0,26.5,1,2,0,7.3,0
603,22.0,1,5.0,1,1,19.8,1,2,3,5.6,0
604,23.0,3,5.0,0,0,13.7,1,1,3,9.1,0
605,21.0,3,2.0,1,0,15.1,0,3,3,7.8,0
606,24.0,0,7.0,2,0,19.0,0,0,0,7.9,0
607,20.0,1,4.0,1,0,2.1,0,3,3,4.3,0
608,19.0,2,3.0,2,1,3.9,1,1,3,5.7,0
609,19.0,4,2.0,0,1,12.9,0,2,2,6.7,1
610,25.0,0,3.0,2,1,12.4,0,0,2,9.5,1
611,20.0,0,6.0,2,1,20.8,0,2,1,5.9,1
612,21.0,4,6.0,1,1,25.3,1,0,3,6.3,0
613,23.0,2,2.0,0,1,27.2,0,2,1,4.9,1
614,18.0,2,1.0,0,0,6.9,1,3,1,6.2,0
615,22.0,1,2.0,2,1,11.6,1,3,3,8.6,0
616,25.0,4,5.0,1,1,5.6,0,1,3,8.7,0
617,22.0,3,4.0,0,1,16.9,1,1,0,5.2,0
618,21.0,2,7.0,0,1,6.8,1,3,1,7.9,0
619,18.0,3,6.0,2,0,24.8,0,3,3,5.4,0
620,18.0,3,3.0,1,1,13.5,0,2,3,6.2,0
621,20.0,1,7.0,2,0,5.9,0,3,1,8.6,1
622,24.0,3,8.0,1,1,3.1,0,2,2,4.4,1
623,21.0,4,7.0,2,0,8.6,0,1,2,7.8,1
624,24.0,2,6.0,2,1,21.1,1,3,0,5.8,0
625,21.0,4,3.0,1,1,26.8,1,2,0,4.3,0
626,23.0,3,4.0,1,0,26.5,1,3,0,4.4,0
627,19.0,4,8.0,0,1,24.6,0,0,0,8.8,0
628,23.0,1,8.0,0,0,26.6,0,0,1,7.0,1
629,22.0,2,1.0,1,1,27.4,0,3,2,8.6,1
630,22.0,0,2.0,0,1,18.9,1,0,1,9.1,1
631,21.0,3,5.0,2,0,0.7,0,2,2,6.6,1
632,19.0,2,3.0,1,1,4.6,1,3,1,4.4,0
633,20.0,3,6.0,1,1,19.5,0,3,3,4.3,0
634,21.0,2,5.0,2,0,15.5,1,0,3,7.1,0
635,18.0,3,6.0,2,1,8.4,0,2,0,8.7,0
636,23.0,3,5.0,0,0,23.8,1,0,0,4.6,0
637,19.0,4,6.0,0,1,21.9,1,0,2,5.5,1
638,18.0,2,7.0,1,1,6.2,0,0,2,5.5,1
639,20.0,0,3.0,0,0,25.4,1,1,2,6.0,1
640,19.0,4,1.0,0,1,29.3,1,3,1,8.7,1
641,21.0,1,1.0,1,0,19.7,0,2,3,7.9,1
642,23.0,1,5.0,0,0,6.6,1,3,3,9.6,0
643,24.0,2,4.0,1,1,11.5,0,0,1,8.4,0
644,23.0,2,7.0,2,0,2.0,0,0,1,4.6,0
645,23.0,1,2.0,2,0,0.9,1,0,0,8.6,0
646,24.0,4,3.0,0,1,16.6,0,3,3,4.7,0
647,20.0,1,2.0,2,0,20.2,0,2,1,5.2,1
648,22.0,4,6.0,0,1,29.4,1,3,0,8.2,0
649,21.0,3,3.0,1,1,2.6,1,0,2,8.1,1
650,24.0,3,2.0,1,1,4.1,1,0,0,8.5,0
651,22.0,2,3.0,0,0,26.0,1,1,0,9.2,0
652,21.0,4,5.0,0,1,8.1,1,2,3,8.4,0
653,21.0,4,8.0,0,1,6.3,0,2,0,10.0,0
654,25.0,1,2.0,0,1,24.6,1,0,0,7.8,0
655,24.0,0,6.0,1,1,27.7,0,1,1,5.7,1
656,20.0,3,3.0,2,0,24.4,0,2,0,8.9,0
657,22.0,4,1.0,2,1,5.9,0,3,0,6.5,0
658,24.0,0,5.0,0,0,13.8,0,1,1,9.8,0
659,19.0,1,5.0,1,0,14.5,0,3,0,6.9,1
660,21.0,2,5.0,1,1,3.3,0,1,2,4.1,1
661,25.0,3,3.0,2,0,3.9,1,2,0,6.6,0
662,22.0,4,5.0,2,1,18.5,0,0,1,9.0,1
663,21.0,0,2.0,1,1,16.8,1,3,0,8.8,0
664,23.0,4,1.0,1,1,9.0,1,3,1,8.7,0
665,20.0,0,2.0,1,1,17.8,1,0,0,4.5,0
666,25.0,0,2.0,0,1,12.8,0,0,3,9.3,0
667,19.0,2,6.0,1,1,8.0,0,2,2,7.2,1
668,19.0,2,3.0,2,1,20.8,0,2,1,6.9,1
669,21.0,4,7.0,2,1,0.7,1,0,0,5.6,0
670,19.0,0,8.0,1,1,8.4,1,3,1,8.9,0
671,18.0,3,4.0,1,1,14.1,0,2,3,6.5,0
672,25.0,1,1.0,1,1,20.6,0,2,2,7.6,1
673,18.0,2,8.0,0,0,22.2,1,3,2,4.7,1
674,20.0,1,2.0,1,0,4.8,0,0,0,6.1,0
675,18.0,4,6.0,2,0,3.0,0,3,3,5.5,0
676,24.0,4,8.0,0,0,2.5,1,0,0,6.7,0
677,18.0,3,2.0,2,0,17.6,1,3,2,9.2,1
678,23.0,3,6.0,0,1,2.5,1,0,3,4.5,0
679,23.0,0,3.0,2,1,8.1,0,2,0,7.8,0
680,18.0,0,2.0,1,0,15.9,1,3,1,6.0,1
681,21.0,4,4.0,0,0,25.0,1,2,3,4.4,0
682,20.0,2,6.0,2,1,26.2,0,1,2,8.4,1
683,18.0,4,1.0,1,1,24.4,0,0,2,5.1,1
684,18.0,4,5.0,2,1,8.1,1,2,3,8.4,0
685,18.0,3,4.0,1,1,10.2,0,3,1,8.2,0
686,23.0,2,5.0,2,1,27.7,0,3,3,6.1,0
687,21.0,2,2.0,1,0,29.2,1,3,0,5.4,0
688,24.0,4,4.0,0,0,4.7,0,3,3,4.4,0
689,19.0,0,7.0,0,0,8.2,1,1,2,5.7,1
690,25.0,4,5.0,0,0,28.6,0,0,2,7.7,1
691,24.0,0,8.0,2,0,3.0,0,0,0,8.1,0
692,18.0,4,5.0,0,0,18.7,0,2,1,6.9,1
693,23.0,3,6.0,2,0,10.2,1,1,2,6.0,1
694,20.0,4,5.0,0,0,19.6,1,1,2,9.4,1
695,21.0,4,5.0,0,0,3.2,1,2,2,4.0,1
696,23.0,1,5.0,1,1,5.3,1,0,0,8.4,0
697,18.0,3,7.0,1,1,5.7,0,1,0,6.9,0
698,24.0,4,8.0,0,0,25.1,1,3,1,5.3,1
699,23.0,0,5.0,1,0,3.6,1,2,1,5.1,0
700,18.0,2,5.0,1,0,11.6,0,0,2,4.2,1
701,25.0,4,8.0,0,0,17.7,1,3,0,9.4,0
702,20.0,4,7.0,2,0,17.2,1,0,0,6.6,0
703,23.0,2,3.0,2,0,19.5,1,2,2,5.7,1
704,22.0,2,1.0,0,0,24.3,1,2,2,8.2,1
705,20.0,3,3.0,1,0,9.4,1,3,3,8.0,0
706,20.0,2,2.0,2,1,23.3,0,0,0,6.1,0
707,22.0,4,3.0,0,0,13.4,1,3,2,9.7,1
708,22.0,3,6.0,0,0,6.2,1,0,3,4.1,0
709,21.0,0,5.0,2,0,1.7,0,2,0,8.6,0
710,25.0,2,2.0,1,1,23.5,0,2,2,5.6,1
711,23.0,2,3.0,2,1,2.3,1,3,3,6.0,0
712,23.0,4,7.0,0,0,22.3,1,2,1,6.6,1
713,25.0,4,4.0,1,0,17.1,0,0,2,4.8,1
714,19.0,2,6.0,1,1,19.2,1,1,1,6.2,1
715,22.0,1,6.0,1,1,29.6,0,0,1,8.4,1
716,24.0,4,3.0,2,1,28.7,0,1,2,7.1,1
717,24.0,0,3.0,0,0,21.7,1,2,1,4.7,1
718,19.0,3,7.0,0,0,12.7,1,2,3,6.1,0
719,23.0,3,2.0,0,0,27.3,0,0,2,4.8,1
720,22.0,4,6.0,0,0,10.6,0,0,1,8.0,0
721,22.0,2,7.0,1,1,16.7,1,0,0,5.7,0
722,25.0,4,6.0,0,1,17.0,1,1,0,4.8,0
723,23.0,1,3.0,1,0,11.7,1,2,3,5.6,1
724,20.0,4,3.0,2,0,5.0,1,3,1,6.7,0
725,22.0,0,5.0,0,1,4.2,1,1,0,8.8,0
726,23.0,3,5.0,0,1,28.9,0,0,1,5.6,1
727,24.0,1,2.0,1,1,3.7,1,0,0,4.4,0
728,24.0,1,2.0,1,1,3.1,1,1,1,7.0,0
729,19.0,4,6.0,2,1,21.6,0,0,1,7.4,1
730,24.0,0,3.0,1,0,4.4,1,3,2,8.5,1
731,24.0,4,2.0,1,0,1.5,1,1,0,8.9,0
732,22.0,1,7.0,1,0,7.0,1,0,0,7.0,0
733,22.0,0,3.0,1,1,1.6,1,3,3,9.8,0
734,22.0,2,6.0,0,0,28.9,0,3,0,7.3,0
735,22.0,0,3.0,0,1,21.2,0,2,3,5.9,0
736,22.0,2,4.0,2,1,10.3,1,0,0,9.1,0
737,19.0,2,4.0,0,1,4.0,0,1,3,9.4,0
738,20.0,3,5.0,2,1,17.3,0,2,0,9.1,0
739,24.0,3,6.0,0,0,15.7,1,1,2,4.9,1
740,18.0,3,6.0,2,0,26.9,0,1,1,8.2,1
741,18.0,1,1.0,2,0,16.6,0,0,3,5.3,1
742,23.0,4,6.0,0,0,15.3,0,0,0,6.4,0
743,20.0,4,2.0,0,1,8.2,0,3,1,8.4,0
744,24.0,2,3.0,0,0,13.5,1,2,1,5.9,0
745,23.0,0,5.0,1,1,6.5,1,2,1,4.6,0
746,18.0,1,7.0,1,0,10.2,1,2,2,6.7,1
747,20.0,4,4.0,0,1,23.2,1,2,0,4.5,0
748,20.0,4,5.0,1,1,17.6,1,3,2,9.6,1
749,19.0,1,3.0,2,1,24.6,1,2,0,9.7,0
750,25.0,2,3.0,2,0,9.9,1,2,1,6.1,0
751,24.0,3,1.0,0,1,25.4,1,1,3,8.6,0
752,21.0,0,2.0,2,0,18.2,0,0,1,4.1,1
753,18.0,2,3.0,1,1,1.9,1,3,3,4.8,0
754,22.0,4,7.0,0,0,14.7,1,2,1,5.9,0
755,22.0,4,6.0,0,0,25.5,1,0,1,8.0,1
756,21.0,0,4.0,2,1,19.6,1,1,2,6.4,1
757,21.0,2,5.0,1,0,12.4,0,3,1,6.7,0
758,20.0,0,3.0,2,0,7.0,1,2,3,5.8,0
759,23.0,4,2.0,2,0,25.9,1,1,1,8.3,1
760,22.0,2,5.0,2,1,9.2,1,3,1,7.5,0
761,22.0,3,1.0,2,1,6.5,0,2,2,6.6,1
762,18.0,2,6.0,0,0,10.7,0,2,2,8.7,1
763,20.0,3,2.0,0,1,23.6,0,1,0,4.4,0
764,18.0,3,7.0,0,0,2.5,0,2,0,9.7,0
765,24.0,0,4.0,1,1,3.1,1,3,2,5.6,1
766,18.0,2,7.0,2,0,3.7,1,3,0,4.0,0
767,24.0,0,6.0,2,1,19.0,0,3,2,8.0,1
768,20.0,1,6.0,0,1,6.3,1,1,0,6.8,0
769,24.0,2,4.0,2,0,8.8,0,1,3,4.9,0
770,24.0,4,1.0,0,0,28.1,1,0,2,5.2,1
771,23.0,1,3.0,0,0,18.8,1,1,3,7.4,1
772,18.0,4,7.0,0,1,3.4,0,2,3,9.9,0
773,23.0,4,1.0,2,1,0.7,0,3,1,9.2,0
774,24.0,1,5.0,0,1,15.3,0,1,0,9.6,0
775,22.0,1,7.0,0,1,5.5,0,3,1,5.0,0
776,19.0,4,7.0,0,1,2.7,1,0,1,5.0,0
777,24.0,1,5.0,1,1,6.7,1,2,2,6.4,1
778,22.0,4,3.0,1,0,5.8,1,1,2,5.9,1
779,23.0,3,6.0,1,1,13.0,1,0,1,4.1,0
780,20.0,2,7.0,2,0,28.7,0,1,2,5.4,1
781,25.0,4,2.0,0,1,19.5,0,3,1,9.7,1
782,20.0,3,1.0,1,0,5.8,0,3,0,8.0,0
783,18.0,4,6.0,0,0,0.6,0,1,0,6.0,0
784,21.0,2,1.0,0,0,12.7,1,2,1,7.2,0
785,25.0,0,1.0,0,0,28.2,1,2,1,4.2,1
786,25.0,4,7.0,2,1,25.7,1,0,0,6.3,0
787,25.0,4,7.0,0,0,4.3,1,1,1,4.1,0
788,20.0,2,6.0,2,0,20.7,0,3,2,9.4,1
789,24.0,1,4.0,2,0,8.9,0,3,0,9.3,1
790,23.0,2,8.0,0,0,18.5,0,2,1,7.4,1
791,22.0,0,2.0,1,1,17.9,0,1,1,5.2,1
792,22.0,2,8.0,0,0,1.1,0,0,1,7.8,0
793,21.0,4,6.0,1,1,18.9,1,0,0,5.4,0
794,22.0,3,5.0,1,1,17.7,0,1,3,5.7,0
795,18.0,2,1.0,1,1,18.1,0,0,1,8.8,1
796,25.0,1,6.0,0,0,0.8,0,3,1,6.0,1
797,24.0,4,1.0,0,0,23.4,1,2,0,9.9,0
798,20.0,4,2.0,1,0,22.5,1,2,0,6.2,0
799,23.0,1,3.0,0,0,20.1,1,3,2,9.9,1
800,23.0,3,6.0,0,0,28.5,1,3,1,7.4,1
801,23.0,3,1.0,0,0,25.4,0,2,0,4.9,0
802,24.0,1,8.0,0,0,12.4,1,0,2,6.4,1
803,23.0,0,6.0,0,0,6.7,0,1,0,7.0,0
804,24.0,2,6.0,2,1,24.5,0,2,1,8.5,1
805,24.0,4,7.0,1,0,15.0,0,2,0,5.5,0
806,18.0,3,1.0,0,0,8.3,0,1,1,7.6,0
807,23.0,2,6.0,1,0,12.6,0,1,2,7.5,1
808,23.0,0,5.0,2,0,24.8,1,1,0,8.8,0
809,18.0,4,5.0,0,0,13.9,0,0,0,8.4,0
810,23.0,4,6.0,0,1,7.1,0,1,1,5.7,0
811,19.0,0,6.0,0,0,17.6,1,3,0,8.3,0
812,21.0,4,6.0,0,0,12.7,1,1,0,8.5,0
813,23.0,3,3.0,1,1,12.9,1,3,3,9.8,0
814,18.0,1,7.0,1,0,3.4,0,3,0,4.4,0
815,21.0,3,2.0,0,1,9.4,0,3,3,9.2,0
816,22.0,0,3.0,0,0,23.1,0,2,0,4.2,0
817,21.0,3,5.0,2,1,20.7,1,3,3,8.8,0
818,24.0,0,7.0,1,0,16.4,0,0,1,7.3,1
819,21.0,1,6.0,0,1,18.9,0,2,3,4.6,0
820,23.0,0,7.0,1,0,19.2,1,0,0,8.9,0
821,21.0,2,8.0,1,0,16.8,1,0,0,6.6,0
822,21.0,2,8.0,1,0,6.1,1,0,0,8.4,0
823,22.0,1,4.0,1,0,11.9,0,2,1,8.6,1
824,23.0,0,8.0,2,1,3.8,0,2,1,6.7,0
825,19.0,1,5.0,0,0,3.1,1,2,3,9.1,0
826,22.0,0,2.0,0,1,13.4,0,1,3,4.1,0
827,25.0,2,5.0,1,0,17.9,0,2,3,8.2,0
828,20.0,2,5.0,1,1,27.2,0,2,2,9.7,1
829,21.0,0,3.0,0,0,18.1,0,0,1,4.8,1
830,18.0,3,8.0,0,1,19.4,0,2,2,8.9,1
831,20.0,0,7.0,0,0,29.6,1,1,1,9.9,1
832,22.0,4,5.0,2,1,15.8,0,0,1,5.7,1
833,25.0,1,4.0,1,1,3.6,0,1,0,9.6,0
834,21.0,0,1.0,2,1,20.2,1,3,1,7.1,1
835,18.0,4,6.0,2,1,28.2,1,2,1,4.0,1
836,22.0,3,2.0,2,1,16.2,1,0,0,7.3,0
837,21.0,4,2.0,0,0,28.3,1,2,1,7.6,1
838,23.0,0,4.0,2,1,13.6,1,1,2,9.6,1
839,20.0,1,8.0,0,0,3.3,0,2,1,9.2,1
840,21.0,4,3.0,2,1,18.7,0,3,3,7.3,0
841,23.0,2,2.0,2,0,26.4,0,1,0,7.5,0
842,21.0,0,7.0,2,0,2.1,1,3,0,6.9,0
843,20.0,4,3.0,2,1,3.6,0,2,1,9.9,0
844,19.0,3,4.0,1,0,15.5,1,0,1,7.3,1
845,21.0,4,8.0,2,1,14.2,0,2,0,6.9,0
846,25.0,4,6.0,2,1,21.8,0,3,2,9.2,1
847,24.0,2,6.0,1,1,8.3,0,2,1,7.7,0
848,19.0,1,1.0,0,1,1.1,0,0,1,8.9,0
849,22.0,0,1.0,2,0,2.6,1,2,1,9.8,0
850,20.0,4,7.0,0,1,14.1,0,0,1,6.9,0
851,20.0,2,4.0,0,0,9.0,0,1,0,9.6,0
852,24.0,0,1.0,2,1,23.0,1,2,1,5.2,1
853,20.0,0,5.0,2,1,14.7,0,0,2,5.2,1
854,20.0,0,8.0,2,1,3.7,1,3,3,8.3,0
855,20.0,1,2.0,1,0,7.5,0,1,0,9.4,0
856,25.0,0,6.0,2,0,17.0,0,2,1,8.6,1
857,24.0,4,2.0,2,0,26.6,1,2,2,9.7,1
858,19.0,4,4.0,1,1,18.4,1,2,0,6.4,0
859,21.0,3,6.0,2,1,26.3,0,1,1,8.5,1
860,19.0,3,3.0,1,1,1.4,0,3,3,7.0,0
861,19.0,4,4.0,2,0,8.4,0,1,3,5.9,0
862,19.0,0,7.0,1,0,17.3,1,0,1,5.7,1
863,19.0,4,5.0,0,1,12.1,1,3,2,5.3,1
864,21.0,4,2.0,1,1,26.9,1,2,0,8.6,0
865,20.0,0,4.0,1,0,10.6,0,1,1,7.8,0
866,24.0,3,8.0,1,1,18.9,1,3,1,4.3,1
867,19.0,4,5.0,1,1,22.9,1,0,0,5.2,0
868,19.0,2,7.0,1,0,11.4,1,0,1,6.2,0
